"","event_ID","text","date","Year","people_regex"
"246",1213,"Their Royal Highnesses the Grand Duke and Grand Duchess of Mocklenburg - Strelitz , attended by Lady Caro line Cast and Baron Von Eagel , the Earl and Countess Spencer , the Marchioness of Ely , and M. and Madaure Van de Weyer , have left the Castle .","1870-07-15","1870","Their Royal Highnesses | Grand Duke | Grand Duchess of Mocklenburg | Strelitz | Lady Caro | Cast | Baron Von Eagel | Earl | Countess Spencer | Marchioness of Ely | Madaure Van | Weyer | Castle"
"247",1408,"Princess Louise , attended by Lady Caroline Barrington , the Hon . Emily Cathcart , and Colonel Du Plat , arrived at the Castle from London .","1870-06-23","1870","Princess Louise | Lady Caroline Barrington | Hon | Emily Cathcart | Colonel Du Plat | Castle | London"
"248",600,"The Rev. George Prothero , assisted by the Rev. John Dalton , officiated . The Rev. George Prothero preached","1870-12-26","1870","The Rev | George Prothero | Rev | John Dalton | The Rev | George Prothero"
"249",804,"Her Majesty the Queen hold a Council to - day at 1 o'clock , at which were present Earl de Grey and Ripon , the Earl of Kimberley , the Right Hon . W. E. Gladstone , Viscount Sydney , and the Right Hon . H. C. E. Childers .","1870-02-23","1870","Her Majesty | Queen | Council | Earl | Grey | Ripon | Earl of Kimberley | Right Hon | Gladstone | Viscount Sydney | Right Hon | Childers"
"250",471,"Countess Olary , Baroness Breton - Bourbaki , Madlle . Lar minat , Count Clary , and Baron Duperré were in attendance upon her Imperial Majesty .","1870-12-06","1870","Countess Olary | Baroness Breton | Bourbaki | Madlle | Lar | Count Clary | Baron Duperr | Imperial Majesty"
"251",370,"Her Majesty the Queen held a Council to - day at a quarter before 3 o'clock , at which were present Earl Granville , Viscount Halifax , the Right Hon . E. Cardwell , Viscount Sydney , and the Chancellor of the Exchequer .","1870-08-18","1870","Her Majesty | Queen | Council | Earl Granville | Viscount Halifax | Right Hon | Cardwell | Viscount Sydney | Chancellor of | Exchequer"
"252",360,"His Royal Highness the Duke of Cambridge , attended by Colonel Clifton , visited Her Majesty yesterday .","1870-08-17","1870","His Royal Highness | Duke of Cambridge | Colonel Clifton | Her Majesty"
"253",2551,"The Prince of Wales , attended by Lieutenant - Colonel Teesdale and Mr. F. Knellys , arrived in town yesterday from Scotland .","1870-10-21","1870","The Prince of Wales | Lieutenant | Colonel Teesdale | Mr | Knellys | Scotland"
"254",838,"Their Royal Highnesses the Prince and Princess of Wales , the Duchess of Sutherland , the Dowager Duchess of Athole , the Countess of Macclesfield , and Viscount Bridport dined with the Queen yesterday .","1870-02-28","1870","Their Royal Highnesses | Prince | Princess of Wales | Duchess of Sutherland | Dowager Duchess of Athole | Countess of Macclesfield | Viscount Bridport | Queen"
"255",458,"Prince and Princess Christian , Lady Churchill , and the Duke of Roxburghe dined with the Queen last evening .","1870-12-05","1870","Prince | Princess Christian | Lady Churchill | Duke of Roxburghe | Queen"
"256",1494,"The Queen , accompanied by the Dowiger Deniss of Athole , walked and drove in the grounds yesterday after","1870-03-07","1870","The Queen | Dowiger Deniss of Athole"
"257",295,"The Princess of Wales drove out on Saturday , attended by the Hon . Mrs. Hardinge .","1870-08-08","1870","The Princess of Wales | Saturday | Hon | Mrs | Hardinge"
"258",805,"Earl de Grey and Ripon , the Right Hon . W. E. Glad stone , Viscount Sydney , and the Right Bou . H. C. E. Chil ders , had audiences of the Queen .","1870-02-23","1870","Earl | Grey | Ripon | Right Hon | Glad | Viscount Sydney | Right Bou | Chil | Queen"
"259",902,"The Dean of Westminster officiated .","1870-01-10","1870","The Dean of Westminster of"
"260",445,"WINDSOR CASTLE , DEC . 2 . The Queen walked in the grounds this morning , attended by the Duchess of Roxburghe .","1870-12-03","1870","The Queen | Duchess of Roxburghe"
"261",1027,"Their Royal Highnesses afterwards returned to Marl borough House .","1870-07-05-012_col_1","1870","Their Royal Highnesses | Marl | House"
"262",2693,"The service was performed by the Rev. Dr. Charteris , one of Her Majesty's chaplains .","1870-09-21","1870","The | Rev | Dr | Charteris | Her Majesty"
"263",705,"The Prince and Princess of Wales , attended by the Mar chioness of Carmarthen , the Marquis of Hamilton , and Lieutenant - Colonol Keppel , were present last evening at a ball given by the Hon . Artillery Company at their Armoury House in Finsbury .","1870-02-10","1870","The Prince | Princess of Wales | Mar | Carmarthen | Marquis of Hamilton | Lieutenant | Colonol Keppel | Hon | Artillery Company | Armoury House | Finsbury"
"264",1291,"BALMORAL CASTLE , MAY 31 . The Queen went out yesterday morning with Princess Beatrice ; and in the afternoon the Queen and Princess Louise drove out , attended by the Duchess Dowager of Athole ,","1870-06-02","1870","The Queen | Princess Beatrice | Queen | Princess Louise | Duchess Dowager of Athole"
"265",2209,"The sermon was preached by the Lord Bishop of London , Dean of Her Majesty's Chapels Royal , from St. John , chap . 17 , v . 17 .","1870-05-16","1870","The | Lord Bishop of London | Dean of Her Majesty | Chapels Royal | St | John"
"266",2658,"The Hou . Caroline Cavendish has left Balmoral .","1870-09-12","1870","The Hou | Caroline Cavendish | Balmoral"
"267",2246,"The suite in attendance consisted of the Hon . Harriet Phipps , Sir T. M. Biddulph , Lord Charles Fitzroy , Dr. Hoffmeister , and Mr. Sahl .","1870-05-20","1870","The | Hon | Harriet Phipps | Sir T | Biddulph | Lord Charles Fitzroy | Dr | Hoffmeister | Mr | Sahl"
"268",935,"Prince and Princess Christian and Princess Louise also walked out .","1870-01-18","1870","Prince | Princess Christian | Princess Louise"
"269",2051,"The Prince and Princess of Wales , with the Hon . Mrs. Stonor and Major Groy in waiting , attended Divine service yesterday at the Chapel Royal , St. James's .","1870-05-02","1870","The Prince | Princess of Wales | Hon | Mrs | Stonor | Major Groy | Divine | Chapel Royal | St | James"
"270",2184,"The Princo and Princess of Wales had a dinner party last ovening at Marlborough - house . The company in cluded his Royal Highness the Duke of Cambridge , his Excellency the Turkish Ambassador ( Musuras Pasha ) , his Excellency the French Ambassador ( the Marquis de Lava lette ) , his Excellency the Danish Minister ( General ) de Bulow ) and Madame de Bulow , his Excellency the United States Minister ( Mr. J. L. Motley ) and Mrs. Motley , the Duke and Duchess of Suther land , the Earl of Derby , Earl Stanhope , the Countess of Morton , Viscount Royston , Lord and Lady Cecilia Bingham , Lord and Lady Muncaster , Lord Claud J. Hamilton , Admiral the Hon . Sir Henry and Lady Keppel , the Right Hor . Sir John and Lady Pakington , the Right i Hon . B. Disraeli and the Viscountess Beaconsfield , Gene ral Sir W. and Lady Codrington , Colonel C. P. Leslie , Mr. W. H. Dyke , the Rev. W. L. Onslow , Colonel the Hon . J. Macdonald ( in attendance on the Duke of Cambridge ) , General Sir William Knollys and Lieutenant - Colonel Teesdale .","1870-05-14","1870","The Princo | Princess of Wales | Marlborough | The | Royal Highness | Duke of Cambridge | Excellency | Turkish Ambassador | Musuras Pasha | Excellency | French Ambassador | Marquis | Lava | Excellency | Danish Minister | General | Bulow | Madame | Bulow | Excellency | United States Minister | Mr | Motley | Mrs | Motley | Duke | Duchess of Suther | Earl of Derby | Earl Stanhope | Countess of Morton | Viscount Royston | Lord | Lady Cecilia Bingham | Lord | Lady Muncaster | Lord Claud J | Hamilton | Admiral | Hon | Sir Henry | Lady Keppel | Right Hor | Sir John | Lady Pakington | Right | Hon | Disraeli | Viscountess Beaconsfield | Gene | Sir W | Lady Codrington | Colonel C | Leslie | Mr | Dyke | Rev | Onslow | Colonel | Hon | Macdonald | Duke of Cambridge | General Sir William Knollys | Lieutenant | Colonel Teesdale"
"271",1800,"Mrs. Mrs.","1870-03-11","1870","Mrs | Mrs"
"272",2588,"The Queen , accompanied by Princess Beatrice , weut out in the morning , and visited the Lochnagar Girls ' School . Her Majesty drove out in the afternoon with Princess Beatrice , attended by the Hon . Lady Biddulph .","1870-10-27","1870","The Queen | Princess Beatrice | Lochnagar Girls | School | Her Majesty | Princess Beatrice | Hon | Lady Biddulph"
"273",1134,"Her Majesty the Queen visited the Camp at Aldershott to - day , attended by the Marchioness of Ely , the Hon . Florence Seymour , Viscoant Bridport , and Colonel H. Pon sonby .","1870-07-11","1870","Her Majesty | Queen | Camp | Aldershott | Marchioness of Ely | Hon | Florence Seymour | Viscoant Bridport | Colonel H | Pon"
"274",849,"Princess Louise visited the Princess of Wales at Marlborough - housa . and remained to luncheon .","1870-02-28","1870","Princess Louise | Princess of Wales | Marlborough"
"275",1265,"OSBORNE , JULY 25 . The Queen and their Royal Highnesses Princess Louise , Prince Arthur , and Princess Beatrice walked in the grounds this morning .","1870-07-26","1870","The Queen | Royal Highnesses Princess Louise | Prince Arthur | Princess Beatrice"
"276",2098,"The Princess of Wales drove out , attended by the Coun tess of Mortou . FROGMORE HOUSE , MAY 6 . Her Royal Highness Princess Christian has passed good night , and is making most satisfactory progress . The infant Princess continues well .","1870-05-07","1870","The Princess of Wales | Coun | Mortou | Her Royal Highness Princess Christian | The | Princess"
"277",2406,"NOVEMBER 18 . The Queen , with Princess Beatrice , and attended by the Duchess of Roxburghe , returned from the Glassalt Shiel .","1870-11-21","1870","The Queen | Princess Beatrice | Duchess of Roxburghe | Glassalt Shiel"
"278",853,"The Prince and Princess of Wales , with the Countess of Macclesfield and Lieutenant - Colonel Keppel in waiting , attended Divine service yesterday in the Chapel Koyal St. James's .","1870-02-28","1870","The Prince | Princess of Wales | Countess of Macclesfield | Lieutenant | Colonel Keppel | Divine | Chapel Koyal St | James"
"279",206,"Lady Elizabeth de ltos had the honour of dining with the Queen and the loyal family yesterday .","1870-04-29","1870","Lady Elizabeth | Queen"
"280",321,"Lord Alfred Paret , Equerry in Waiting , was in attend","1870-08-10","1870","Lord Alfred Paret | Equerry | Waiting"
"281",760,"Princess Louise , Princess Beatrice , and Prince Leopold also went out .","1870-02-18","1870","Princess Louise | Princess Beatrice | Prince Leopold"
"282",2205,"The Prince and Princess of Wales , with the Countess of Morton and Lieutenant - Colonel Teesdale in waiting , at teuded Divine service yesterday at the Chapel Royal , St. James's .","1870-05-16","1870","The Prince | Princess of Wales | Countess of Morton | Lieutenant | Colonel Teesdale | Divine | Chapel Royal | St | James"
"283",2564,"The Right Hou . W. E. Forster had the honour of dining with Her Majesty .","1870-10-24","1870","The Right Hou | Forster | Her Majesty"
"284",1840,"The Queen and Princess Louise , attended by the Duchcas of Roxburghe , drove out this morning . Lord Alfred Pagot and Colonel Du Plat were in attendance upon horseback .","1870-03-12","1870","The Queen | Princess Louise | Duchcas of Roxburghe | Lord Alfred Pagot | Colonel Du Plat"
"285",2050,"The Prince of Wales , attended by the Marquis of Ra milton , General Sir William and Major Grey , was present in the evening at the annual dinner of the Royal Academy at Burlington - house .","1870-05-02","1870","The Prince of Wales | Marquis of Ra | General Sir William | Major Grey | Royal Academy | Burlington"
"286",132,"The Prince of Leiningen has left Osborne .","1870-04-18","1870","The Prince of Leiningen | Osborne"
"287",2418,"Her Majesty in the afternoon went out , attended by Lady Florence Seymour ,","1870-11-24","1870","Her Majesty | Lady Florence Seymour"
"288",840,"Her Roval Highness the Princess of Teck visited the Queen this afternoon . P "" cate :","1870-02-28","1870","Her Roval Highness | Princess of Teck | Queen"
"289",1406,"The Prince and Princess of Wales , accompanied by Prince Albert Victor , Prince George , Princess Louise , Princess Victoria , and Princess Maud , and attended by the Hon . Irs . Coke , General Sir William Knollys , and Lieutenant Colonel Keppel , returned to Marlborough House yesterday from Cooper's - hill , near Eeham . The Princess of Wales afterwards drove out , accompanied by the Hon . Mrs. W. Grey . Their Royal Highness the Grand Duke and Grand Duchess of Mecklenburg - Strelitz arrived at St. James's Palace on Saturday from Germany , attended by Lady Caroline Cust , Baron von Engel , and Baron von Both .","1870-06-21","1870","The Prince | Princess of Wales | Prince Albert Victor | Prince George | Princess Louise | Princess Victoria | Princess Maud | Hon | Irs | Coke | General Sir William Knollys | Lieutenant Colonel Keppel | Marlborough House | Cooper | Eeham | The Princess of Wales | Hon | Mrs | Grey | Their Royal Highness | Grand Duke | Grand Duchess of Mecklenburg | Strelitz | St | James | Palace | Saturday | Germany | Lady Caroline Cust | Baron | Engel | Baron | Both"
"290",1790,"Prince and Princess Christian and Princess Beatrice visited the Prince and Princess of Wales at Marlborough house yesterday , and remained to luncheon .","1870-03-11","1870","Prince | Princess Christian | Princess Beatrice | Prince | Princess of Wales | Marlborough"
"291",2471,"The Rev. Dr. Norman Macleod arrived at the Castle and had the honour of dining with the Queen and the Royal family .","1870-10-04","1870","The Rev | Dr | Norman Macleod | Castle | Queen | Royal"
"292",726,"Sir Hamilton and Lady Seymour have arrived on a visit to Her Majesty .","1870-02-14","1870","Sir Hamilton | Lady Seymour | Her Majesty"
